0,350,50
89,350,50
90,350,50
91,350,50
92,350,50
93,350,50
94,350,50
95,350,50
96,350,50
97,350,50
98,350,50
99,350,50
100,350,50
101,350,50
102,350,50
103,350,50
104,350,50
105,350,50
106,350,50
107,350,50
108,350,50
109,350,50
110,350,50
111,350,50
112,350,50
113,350,50
114,350,50
115,350,50
116,350,50
117,350,50
118,350,50
119,350,50
120,350,50
121,350,50
122,350,50
123,350,50
124,350,50
125,350,50
126,350,50
127,350,50
128,350,50
129,350,50
130,350,50
131,350,50
132,350,50
133,350,50
134,350,50
135,350,50
136,350,50
137,350,50
138,350,50
139,350,50
140,350,50
141,350,50
142,350,50
143,350,50
144,350,50
145,350,50
146,350,50
147,350,50
148,350,50
149,350,50
150,350,50
151,350,50
152,350,50
153,350,50
154,350,50
155,350,50
156,350,50
157,350,50
158,350,50
159,350,50
160,350,50
161,350,50
162,350,50
163,350,50
164,350,50
165,350,50
166,350,50
167,350,50
168,350,50
169,350,50
170,350,50
171,350,50
172,350,50
173,350,50
174,350,50
175,350,50
176,350,50
177,350,50
178,350,50
179,350,50
180,350,50
181,350,50
182,350,50
183,350,50
184,350,50
185,350,50
186,350,50
187,350,50
188,350,50
189,350,50
190,350,50
191,350,50
192,350,50
193,350,50
194,350,50
195,350,50
196,350,50
197,350,50
198,350,50
199,350,50
200,350,50
201,350,50
202,350,50
203,350,50
204,350,50
205,350,50
206,350,50
207,350,50
208,350,50
209,350,50
210,350,50
211,350,50
212,350,50
213,350,50
214,350,50
215,350,50
216,350,50
217,350,50
218,350,50
219,350,50
220,350,50
221,350,50
222,350,50
223,350,50
224,350,50
225,350,50
226,350,50
227,350,50
228,350,50
229,350,50
230,350,50
231,350,50
232,350,50
233,350,50
234,350,50
235,350,50
236,350,50
237,350,50
238,350,50
239,350,50
240,350,50
241,350,50
242,350,50
243,350,50
244,350,50
245,350,50
246,350,50
247,350,50
248,350,50
249,350,50
250,350,50
251,350,50
252,350,50
253,350,50
254,350,50
255,350,50
256,350,50
257,350,50
258,350,50
259,350,50
260,350,50
261,350,50
262,350,50
263,350,50
264,350,50
265,350,50
266,350,50
267,350,50
268,350,50
269,350,50
270,350,50
271,350,50
272,350,50
273,350,50
274,350,50
275,350,50
276,350,50
277,350,50
278,350,50
279,350,50
280,350,50
281,350,50
282,350,50
283,350,50
284,350,50
285,350,50
286,350,50
287,350,50
288,350,50
289,350,50
290,350,50
291,350,50
292,350,50
293,350,50
294,350,50
295,350,50
296,350,50
297,350,50
298,350,50
299,350,50
300,350,50
